"year","TB_compartment","HIV_compartment","G_compartment","mort_adj","level","level_ref","mort_rate"
1997,4,4,2,1.5,2,"hiv_4_only_level_2",0.00530526103321153
1997,5,4,2,1.5,2,"hiv_4_only_level_2",0.00530526103321153
1997,7,4,2,1.5,2,"hiv_4_only_level_2",0.00530526103321153
1997,8,4,2,1.5,2,"hiv_4_only_level_2",0.00530526103321153
1998,1,4,2,1.5,2,"hiv_4_only_level_2",0.00549889791036696
1998,2,4,2,1.5,2,"hiv_4_only_level_2",0.00549889791036696
1998,3,4,2,1.5,2,"hiv_4_only_level_2",0.00549889791036696
1998,4,4,2,1.5,2,"hiv_4_only_level_2",0.00549889791036696
1998,5,4,2,1.5,2,"hiv_4_only_level_2",0.00549889791036696
1998,7,4,2,1.5,2,"hiv_4_only_level_2",0.00549889791036696
1998,8,4,2,1.5,2,"hiv_4_only_level_2",0.00549889791036696
1999,1,4,2,1.5,2,"hiv_4_only_level_2",0.00570553707188164
1999,2,4,2,1.5,2,"hiv_4_only_level_2",0.00570553707188164
1999,3,4,2,1.5,2,"hiv_4_only_level_2",0.00570553707188164
1999,4,4,2,1.5,2,"hiv_4_only_level_2",0.00570553707188164
1999,5,4,2,1.5,2,"hiv_4_only_level_2",0.00570553707188164
1999,7,4,2,1.5,2,"hiv_4_only_level_2",0.00570553707188164
1999,8,4,2,1.5,2,"hiv_4_only_level_2",0.00570553707188164
2000,1,4,2,1.5,2,"hiv_4_only_level_2",0.00640745703302614
2000,2,4,2,1.5,2,"hiv_4_only_level_2",0.00640745703302614
2000,3,4,2,1.5,2,"hiv_4_only_level_2",0.00640745703302614
2000,4,4,2,1.5,2,"hiv_4_only_level_2",0.00640745703302614
2000,5,4,2,1.5,2,"hiv_4_only_level_2",0.00640745703302614
2000,7,4,2,1.5,2,"hiv_4_only_level_2",0.00640745703302614
2000,8,4,2,1.5,2,"hiv_4_only_level_2",0.00640745703302614
2001,1,4,2,1.5,2,"hiv_4_only_level_2",0.00633403369517489
2001,2,4,2,1.5,2,"hiv_4_only_level_2",0.00633403369517489
2001,3,4,2,1.5,2,"hiv_4_only_level_2",0.00633403369517489
2001,4,4,2,1.5,2,"hiv_4_only_level_2",0.00633403369517489
2001,5,4,2,1.5,2,"hiv_4_only_level_2",0.00633403369517489
2001,7,4,2,1.5,2,"hiv_4_only_level_2",0.00633403369517489
2001,8,4,2,1.5,2,"hiv_4_only_level_2",0.00633403369517489
2002,1,4,2,1.5,2,"hiv_4_only_level_2",0.00672968057520674
2002,2,4,2,1.5,2,"hiv_4_only_level_2",0.00672968057520674
2002,3,4,2,1.5,2,"hiv_4_only_level_2",0.00672968057520674
2002,4,4,2,1.5,2,"hiv_4_only_level_2",0.00672968057520674
2002,5,4,2,1.5,2,"hiv_4_only_level_2",0.00672968057520674
2002,7,4,2,1.5,2,"hiv_4_only_level_2",0.00672968057520674
2002,8,4,2,1.5,2,"hiv_4_only_level_2",0.00672968057520674
2003,1,4,2,1.5,2,"hiv_4_only_level_2",0.00715662595642099
2003,2,4,2,1.5,2,"hiv_4_only_level_2",0.00715662595642099
2003,3,4,2,1.5,2,"hiv_4_only_level_2",0.00715662595642099
2003,4,4,2,1.5,2,"hiv_4_only_level_2",0.00715662595642099
2003,5,4,2,1.5,2,"hiv_4_only_level_2",0.00715662595642099
2003,7,4,2,1.5,2,"hiv_4_only_level_2",0.00715662595642099
2003,8,4,2,1.5,2,"hiv_4_only_level_2",0.00715662595642099
2004,1,4,2,1.5,2,"hiv_4_only_level_2",0.00727994311774079
2004,2,4,2,1.5,2,"hiv_4_only_level_2",0.00727994311774079
2004,3,4,2,1.5,2,"hiv_4_only_level_2",0.00727994311774079
2004,4,4,2,1.5,2,"hiv_4_only_level_2",0.00727994311774079
2004,5,4,2,1.5,2,"hiv_4_only_level_2",0.00727994311774079
2004,7,4,2,1.5,2,"hiv_4_only_level_2",0.00727994311774079
2004,8,4,2,1.5,2,"hiv_4_only_level_2",0.00727994311774079
2005,1,4,2,1.5,2,"hiv_4_only_level_2",0.00712155171513892
2005,2,4,2,1.5,2,"hiv_4_only_level_2",0.00712155171513892
2005,3,4,2,1.5,2,"hiv_4_only_level_2",0.00712155171513892
2005,4,4,2,1.5,2,"hiv_4_only_level_2",0.00712155171513892
2005,5,4,2,1.5,2,"hiv_4_only_level_2",0.00712155171513892
2005,7,4,2,1.5,2,"hiv_4_only_level_2",0.00712155171513892
2005,8,4,2,1.5,2,"hiv_4_only_level_2",0.00712155171513892
2006,1,4,2,1.5,2,"hiv_4_only_level_2",0.00710067878251571
2006,2,4,2,1.5,2,"hiv_4_only_level_2",0.00710067878251571
2006,3,4,2,1.5,2,"hiv_4_only_level_2",0.00710067878251571
2006,4,4,2,1.5,2,"hiv_4_only_level_2",0.00710067878251571
2006,5,4,2,1.5,2,"hiv_4_only_level_2",0.00710067878251571
2006,7,4,2,1.5,2,"hiv_4_only_level_2",0.00710067878251571
2006,8,4,2,1.5,2,"hiv_4_only_level_2",0.00710067878251571
2007,1,4,2,1.5,2,"hiv_4_only_level_2",0.00654592734701404
2007,2,4,2,1.5,2,"hiv_4_only_level_2",0.00654592734701404
2007,3,4,2,1.5,2,"hiv_4_only_level_2",0.00654592734701404
2007,4,4,2,1.5,2,"hiv_4_only_level_2",0.00654592734701404
2007,5,4,2,1.5,2,"hiv_4_only_level_2",0.00654592734701404
2007,7,4,2,1.5,2,"hiv_4_only_level_2",0.00654592734701404
2007,8,4,2,1.5,2,"hiv_4_only_level_2",0.00654592734701404
2008,1,4,2,1.5,2,"hiv_4_only_level_2",0.00629988318791242
2008,2,4,2,1.5,2,"hiv_4_only_level_2",0.00629988318791242
2008,3,4,2,1.5,2,"hiv_4_only_level_2",0.00629988318791242
2008,4,4,2,1.5,2,"hiv_4_only_level_2",0.00629988318791242
2008,5,4,2,1.5,2,"hiv_4_only_level_2",0.00629988318791242
2008,7,4,2,1.5,2,"hiv_4_only_level_2",0.00629988318791242
2008,8,4,2,1.5,2,"hiv_4_only_level_2",0.00629988318791242
2009,1,4,2,1.5,2,"hiv_4_only_level_2",0.0060495688839685
2009,2,4,2,1.5,2,"hiv_4_only_level_2",0.0060495688839685
2009,3,4,2,1.5,2,"hiv_4_only_level_2",0.0060495688839685
2009,4,4,2,1.5,2,"hiv_4_only_level_2",0.0060495688839685
2009,5,4,2,1.5,2,"hiv_4_only_level_2",0.0060495688839685
2009,7,4,2,1.5,2,"hiv_4_only_level_2",0.0060495688839685
2009,8,4,2,1.5,2,"hiv_4_only_level_2",0.0060495688839685
2010,1,4,2,1.5,2,"hiv_4_only_level_2",0.00576383727760008
2010,2,4,2,1.5,2,"hiv_4_only_level_2",0.00576383727760008
2010,3,4,2,1.5,2,"hiv_4_only_level_2",0.00576383727760008
2010,4,4,2,1.5,2,"hiv_4_only_level_2",0.00576383727760008
2010,5,4,2,1.5,2,"hiv_4_only_level_2",0.00576383727760008
2010,7,4,2,1.5,2,"hiv_4_only_level_2",0.00576383727760008
2010,8,4,2,1.5,2,"hiv_4_only_level_2",0.00576383727760008
2011,1,4,2,1.5,2,"hiv_4_only_level_2",0.0052420068852061
2011,2,4,2,1.5,2,"hiv_4_only_level_2",0.0052420068852061
2011,3,4,2,1.5,2,"hiv_4_only_level_2",0.0052420068852061
2011,4,4,2,1.5,2,"hiv_4_only_level_2",0.0052420068852061
2011,5,4,2,1.5,2,"hiv_4_only_level_2",0.0052420068852061
2011,7,4,2,1.5,2,"hiv_4_only_level_2",0.0052420068852061
2011,8,4,2,1.5,2,"hiv_4_only_level_2",0.0052420068852061
2012,1,4,2,1.5,2,"hiv_4_only_level_2",0.00506272019569814
2012,2,4,2,1.5,2,"hiv_4_only_level_2",0.00506272019569814
2012,3,4,2,1.5,2,"hiv_4_only_level_2",0.00506272019569814
2012,4,4,2,1.5,2,"hiv_4_only_level_2",0.00506272019569814
2012,5,4,2,1.5,2,"hiv_4_only_level_2",0.00506272019569814
2012,7,4,2,1.5,2,"hiv_4_only_level_2",0.00506272019569814
2012,8,4,2,1.5,2,"hiv_4_only_level_2",0.00506272019569814
2013,1,4,2,1.5,2,"hiv_4_only_level_2",0.00499155597592988
2013,2,4,2,1.5,2,"hiv_4_only_level_2",0.00499155597592988
2013,3,4,2,1.5,2,"hiv_4_only_level_2",0.00499155597592988
2013,4,4,2,1.5,2,"hiv_4_only_level_2",0.00499155597592988
2013,5,4,2,1.5,2,"hiv_4_only_level_2",0.00499155597592988
2013,7,4,2,1.5,2,"hiv_4_only_level_2",0.00499155597592988
2013,8,4,2,1.5,2,"hiv_4_only_level_2",0.00499155597592988
2014,1,4,2,1.5,2,"hiv_4_only_level_2",0.00503735919349981
2014,2,4,2,1.5,2,"hiv_4_only_level_2",0.00503735919349981
2014,3,4,2,1.5,2,"hiv_4_only_level_2",0.00503735919349981
2014,4,4,2,1.5,2,"hiv_4_only_level_2",0.00503735919349981
2014,5,4,2,1.5,2,"hiv_4_only_level_2",0.00503735919349981
2014,7,4,2,1.5,2,"hiv_4_only_level_2",0.00503735919349981
2014,8,4,2,1.5,2,"hiv_4_only_level_2",0.00503735919349981
2015,1,4,2,1.5,2,"hiv_4_only_level_2",0.00488995387990734
2015,2,4,2,1.5,2,"hiv_4_only_level_2",0.00488995387990734
2015,3,4,2,1.5,2,"hiv_4_only_level_2",0.00488995387990734
2015,4,4,2,1.5,2,"hiv_4_only_level_2",0.00488995387990734
2015,5,4,2,1.5,2,"hiv_4_only_level_2",0.00488995387990734
2015,7,4,2,1.5,2,"hiv_4_only_level_2",0.00488995387990734
2015,8,4,2,1.5,2,"hiv_4_only_level_2",0.00488995387990734
2016,1,4,2,1.5,2,"hiv_4_only_level_2",0.00465683336562834
2016,2,4,2,1.5,2,"hiv_4_only_level_2",0.00465683336562834
2016,3,4,2,1.5,2,"hiv_4_only_level_2",0.00465683336562834
2016,4,4,2,1.5,2,"hiv_4_only_level_2",0.00465683336562834
2016,5,4,2,1.5,2,"hiv_4_only_level_2",0.00465683336562834
2016,7,4,2,1.5,2,"hiv_4_only_level_2",0.00465683336562834
2016,8,4,2,1.5,2,"hiv_4_only_level_2",0.00465683336562834
2017,1,4,2,1.5,2,"hiv_4_only_level_2",0.00454727427237563
2017,2,4,2,1.5,2,"hiv_4_only_level_2",0.00454727427237563
2017,3,4,2,1.5,2,"hiv_4_only_level_2",0.00454727427237563
2017,4,4,2,1.5,2,"hiv_4_only_level_2",0.00454727427237563
2017,5,4,2,1.5,2,"hiv_4_only_level_2",0.00454727427237563
2017,7,4,2,1.5,2,"hiv_4_only_level_2",0.00454727427237563
2017,8,4,2,1.5,2,"hiv_4_only_level_2",0.00454727427237563
2018,1,4,2,1.5,2,"hiv_4_only_level_2",0.00454888404623663
2018,2,4,2,1.5,2,"hiv_4_only_level_2",0.00454888404623663
2018,3,4,2,1.5,2,"hiv_4_only_level_2",0.00454888404623663
2018,4,4,2,1.5,2,"hiv_4_only_level_2",0.00454888404623663
2018,5,4,2,1.5,2,"hiv_4_only_level_2",0.00454888404623663
2018,7,4,2,1.5,2,"hiv_4_only_level_2",0.00454888404623663
2018,8,4,2,1.5,2,"hiv_4_only_level_2",0.00454888404623663
2019,1,4,2,1.5,2,"hiv_4_only_level_2",0.00462388639550124
2019,2,4,2,1.5,2,"hiv_4_only_level_2",0.00462388639550124
2019,3,4,2,1.5,2,"hiv_4_only_level_2",0.00462388639550124
2019,4,4,2,1.5,2,"hiv_4_only_level_2",0.00462388639550124
2019,5,4,2,1.5,2,"hiv_4_only_level_2",0.00462388639550124
2019,7,4,2,1.5,2,"hiv_4_only_level_2",0.00462388639550124
2019,8,4,2,1.5,2,"hiv_4_only_level_2",0.00462388639550124
1990,1,4,1,1.2,1,"hiv_4_only_level_1",0.00807924235094093
1990,2,4,1,1.2,1,"hiv_4_only_level_1",0.00807924235094093
1990,3,4,1,1.2,1,"hiv_4_only_level_1",0.00807924235094093
1990,4,4,1,1.2,1,"hiv_4_only_level_1",0.00807924235094093
1990,5,4,1,1.2,1,"hiv_4_only_level_1",0.00807924235094093
1990,7,4,1,1.2,1,"hiv_4_only_level_1",0.00807924235094093
1990,8,4,1,1.2,1,"hiv_4_only_level_1",0.00807924235094093
1991,1,4,1,1.2,1,"hiv_4_only_level_1",0.0082131761341924
1991,2,4,1,1.2,1,"hiv_4_only_level_1",0.0082131761341924
1991,3,4,1,1.2,1,"hiv_4_only_level_1",0.0082131761341924
1991,4,4,1,1.2,1,"hiv_4_only_level_1",0.0082131761341924
1991,5,4,1,1.2,1,"hiv_4_only_level_1",0.0082131761341924
1991,7,4,1,1.2,1,"hiv_4_only_level_1",0.0082131761341924
1991,8,4,1,1.2,1,"hiv_4_only_level_1",0.0082131761341924
1992,1,4,1,1.2,1,"hiv_4_only_level_1",0.00852205487397186
1992,2,4,1,1.2,1,"hiv_4_only_level_1",0.00852205487397186
1992,3,4,1,1.2,1,"hiv_4_only_level_1",0.00852205487397186
1992,4,4,1,1.2,1,"hiv_4_only_level_1",0.00852205487397186
1992,5,4,1,1.2,1,"hiv_4_only_level_1",0.00852205487397186
1992,7,4,1,1.2,1,"hiv_4_only_level_1",0.00852205487397186
1992,8,4,1,1.2,1,"hiv_4_only_level_1",0.00852205487397186
1993,1,4,1,1.2,1,"hiv_4_only_level_1",0.00816035468653641
1993,2,4,1,1.2,1,"hiv_4_only_level_1",0.00816035468653641
1993,3,4,1,1.2,1,"hiv_4_only_level_1",0.00816035468653641
1993,4,4,1,1.2,1,"hiv_4_only_level_1",0.00816035468653641
1993,5,4,1,1.2,1,"hiv_4_only_level_1",0.00816035468653641
1993,7,4,1,1.2,1,"hiv_4_only_level_1",0.00816035468653641
1993,8,4,1,1.2,1,"hiv_4_only_level_1",0.00816035468653641
1994,1,4,1,1.2,1,"hiv_4_only_level_1",0.0083350694400197
1994,2,4,1,1.2,1,"hiv_4_only_level_1",0.0083350694400197
1994,3,4,1,1.2,1,"hiv_4_only_level_1",0.0083350694400197
1994,4,4,1,1.2,1,"hiv_4_only_level_1",0.0083350694400197
1994,5,4,1,1.2,1,"hiv_4_only_level_1",0.0083350694400197
1994,7,4,1,1.2,1,"hiv_4_only_level_1",0.0083350694400197
1994,8,4,1,1.2,1,"hiv_4_only_level_1",0.0083350694400197
1995,1,4,1,1.2,1,"hiv_4_only_level_1",0.00868864258769164
1995,2,4,1,1.2,1,"hiv_4_only_level_1",0.00868864258769164
1995,3,4,1,1.2,1,"hiv_4_only_level_1",0.00868864258769164
1995,4,4,1,1.2,1,"hiv_4_only_level_1",0.00868864258769164
1995,5,4,1,1.2,1,"hiv_4_only_level_1",0.00868864258769164
1995,7,4,1,1.2,1,"hiv_4_only_level_1",0.00868864258769164
1995,8,4,1,1.2,1,"hiv_4_only_level_1",0.00868864258769164
1996,1,4,1,1.2,1,"hiv_4_only_level_1",0.00876141225721201
1996,2,4,1,1.2,1,"hiv_4_only_level_1",0.00876141225721201
1996,3,4,1,1.2,1,"hiv_4_only_level_1",0.00876141225721201
1996,4,4,1,1.2,1,"hiv_4_only_level_1",0.00876141225721201
1996,5,4,1,1.2,1,"hiv_4_only_level_1",0.00876141225721201
1996,7,4,1,1.2,1,"hiv_4_only_level_1",0.00876141225721201
1996,8,4,1,1.2,1,"hiv_4_only_level_1",0.00876141225721201
1997,1,4,1,1.2,1,"hiv_4_only_level_1",0.00969400435841178
1997,2,4,1,1.2,1,"hiv_4_only_level_1",0.00969400435841178
1997,3,4,1,1.2,1,"hiv_4_only_level_1",0.00969400435841178
1997,4,4,1,1.2,1,"hiv_4_only_level_1",0.00969400435841178
1997,5,4,1,1.2,1,"hiv_4_only_level_1",0.00969400435841178
1997,7,4,1,1.2,1,"hiv_4_only_level_1",0.00969400435841178
1997,8,4,1,1.2,1,"hiv_4_only_level_1",0.00969400435841178
1998,1,4,1,1.2,1,"hiv_4_only_level_1",0.0101904353833247
1998,2,4,1,1.2,1,"hiv_4_only_level_1",0.0101904353833247
1998,3,4,1,1.2,1,"hiv_4_only_level_1",0.0101904353833247
1998,4,4,1,1.2,1,"hiv_4_only_level_1",0.0101904353833247
1998,5,4,1,1.2,1,"hiv_4_only_level_1",0.0101904353833247
1998,7,4,1,1.2,1,"hiv_4_only_level_1",0.0101904353833247
1998,8,4,1,1.2,1,"hiv_4_only_level_1",0.0101904353833247
1999,1,4,1,1.2,1,"hiv_4_only_level_1",0.00992587108690103
1999,2,4,1,1.2,1,"hiv_4_only_level_1",0.00992587108690103
1999,3,4,1,1.2,1,"hiv_4_only_level_1",0.00992587108690103
1999,4,4,1,1.2,1,"hiv_4_only_level_1",0.00992587108690103
1999,5,4,1,1.2,1,"hiv_4_only_level_1",0.00992587108690103
1999,7,4,1,1.2,1,"hiv_4_only_level_1",0.00992587108690103
1999,8,4,1,1.2,1,"hiv_4_only_level_1",0.00992587108690103
2000,1,4,1,1.2,1,"hiv_4_only_level_1",0.0102552816268709
2000,2,4,1,1.2,1,"hiv_4_only_level_1",0.0102552816268709
2000,3,4,1,1.2,1,"hiv_4_only_level_1",0.0102552816268709
2000,4,4,1,1.2,1,"hiv_4_only_level_1",0.0102552816268709
2000,5,4,1,1.2,1,"hiv_4_only_level_1",0.0102552816268709
2000,7,4,1,1.2,1,"hiv_4_only_level_1",0.0102552816268709
2000,8,4,1,1.2,1,"hiv_4_only_level_1",0.0102552816268709
2001,1,4,1,1.2,1,"hiv_4_only_level_1",0.0100878821537304
2001,2,4,1,1.2,1,"hiv_4_only_level_1",0.0100878821537304
2001,3,4,1,1.2,1,"hiv_4_only_level_1",0.0100878821537304
2001,4,4,1,1.2,1,"hiv_4_only_level_1",0.0100878821537304
2001,5,4,1,1.2,1,"hiv_4_only_level_1",0.0100878821537304
2001,7,4,1,1.2,1,"hiv_4_only_level_1",0.0100878821537304
2001,8,4,1,1.2,1,"hiv_4_only_level_1",0.0100878821537304
2002,1,4,1,1.2,1,"hiv_4_only_level_1",0.0101910016659557
2002,2,4,1,1.2,1,"hiv_4_only_level_1",0.0101910016659557
2002,3,4,1,1.2,1,"hiv_4_only_level_1",0.0101910016659557
2002,4,4,1,1.2,1,"hiv_4_only_level_1",0.0101910016659557
2002,5,4,1,1.2,1,"hiv_4_only_level_1",0.0101910016659557
2002,7,4,1,1.2,1,"hiv_4_only_level_1",0.0101910016659557
2002,8,4,1,1.2,1,"hiv_4_only_level_1",0.0101910016659557
2003,1,4,1,1.2,1,"hiv_4_only_level_1",0.0103710465697482
2003,2,4,1,1.2,1,"hiv_4_only_level_1",0.0103710465697482
2003,3,4,1,1.2,1,"hiv_4_only_level_1",0.0103710465697482
2003,4,4,1,1.2,1,"hiv_4_only_level_1",0.0103710465697482
2003,5,4,1,1.2,1,"hiv_4_only_level_1",0.0103710465697482
2003,7,4,1,1.2,1,"hiv_4_only_level_1",0.0103710465697482
2003,8,4,1,1.2,1,"hiv_4_only_level_1",0.0103710465697482
2004,1,4,1,1.2,1,"hiv_4_only_level_1",0.0102245702451429
2004,2,4,1,1.2,1,"hiv_4_only_level_1",0.0102245702451429
2004,3,4,1,1.2,1,"hiv_4_only_level_1",0.0102245702451429
2004,4,4,1,1.2,1,"hiv_4_only_level_1",0.0102245702451429
2004,5,4,1,1.2,1,"hiv_4_only_level_1",0.0102245702451429
2004,7,4,1,1.2,1,"hiv_4_only_level_1",0.0102245702451429
2004,8,4,1,1.2,1,"hiv_4_only_level_1",0.0102245702451429
2005,1,4,1,1.2,1,"hiv_4_only_level_1",0.0100736401550705
2005,2,4,1,1.2,1,"hiv_4_only_level_1",0.0100736401550705
2005,3,4,1,1.2,1,"hiv_4_only_level_1",0.0100736401550705
2005,4,4,1,1.2,1,"hiv_4_only_level_1",0.0100736401550705
2005,5,4,1,1.2,1,"hiv_4_only_level_1",0.0100736401550705
2005,7,4,1,1.2,1,"hiv_4_only_level_1",0.0100736401550705
2005,8,4,1,1.2,1,"hiv_4_only_level_1",0.0100736401550705
2006,1,4,1,1.2,1,"hiv_4_only_level_1",0.0100115667998458
2006,2,4,1,1.2,1,"hiv_4_only_level_1",0.0100115667998458
2006,3,4,1,1.2,1,"hiv_4_only_level_1",0.0100115667998458
2006,4,4,1,1.2,1,"hiv_4_only_level_1",0.0100115667998458
2006,5,4,1,1.2,1,"hiv_4_only_level_1",0.0100115667998458
2006,7,4,1,1.2,1,"hiv_4_only_level_1",0.0100115667998458
2006,8,4,1,1.2,1,"hiv_4_only_level_1",0.0100115667998458
2007,1,4,1,1.2,1,"hiv_4_only_level_1",0.0096043027726754
2007,2,4,1,1.2,1,"hiv_4_only_level_1",0.0096043027726754
2007,3,4,1,1.2,1,"hiv_4_only_level_1",0.0096043027726754
2007,4,4,1,1.2,1,"hiv_4_only_level_1",0.0096043027726754
2007,5,4,1,1.2,1,"hiv_4_only_level_1",0.0096043027726754
2007,7,4,1,1.2,1,"hiv_4_only_level_1",0.0096043027726754
2007,8,4,1,1.2,1,"hiv_4_only_level_1",0.0096043027726754
2008,1,4,1,1.2,1,"hiv_4_only_level_1",0.00932450914230344
2008,2,4,1,1.2,1,"hiv_4_only_level_1",0.00932450914230344
2008,3,4,1,1.2,1,"hiv_4_only_level_1",0.00932450914230344
2008,4,4,1,1.2,1,"hiv_4_only_level_1",0.00932450914230344
2008,5,4,1,1.2,1,"hiv_4_only_level_1",0.00932450914230344
2008,7,4,1,1.2,1,"hiv_4_only_level_1",0.00932450914230344
2008,8,4,1,1.2,1,"hiv_4_only_level_1",0.00932450914230344
2009,1,4,1,1.2,1,"hiv_4_only_level_1",0.00895371606505453
2009,2,4,1,1.2,1,"hiv_4_only_level_1",0.00895371606505453
2009,3,4,1,1.2,1,"hiv_4_only_level_1",0.00895371606505453
2009,4,4,1,1.2,1,"hiv_4_only_level_1",0.00895371606505453
2009,5,4,1,1.2,1,"hiv_4_only_level_1",0.00895371606505453
2009,7,4,1,1.2,1,"hiv_4_only_level_1",0.00895371606505453
2009,8,4,1,1.2,1,"hiv_4_only_level_1",0.00895371606505453
2010,1,4,1,1.2,1,"hiv_4_only_level_1",0.00844866514765019
2010,2,4,1,1.2,1,"hiv_4_only_level_1",0.00844866514765019
2010,3,4,1,1.2,1,"hiv_4_only_level_1",0.00844866514765019
2010,4,4,1,1.2,1,"hiv_4_only_level_1",0.00844866514765019
2010,5,4,1,1.2,1,"hiv_4_only_level_1",0.00844866514765019
2010,7,4,1,1.2,1,"hiv_4_only_level_1",0.00844866514765019
2010,8,4,1,1.2,1,"hiv_4_only_level_1",0.00844866514765019
2011,1,4,1,1.2,1,"hiv_4_only_level_1",0.00778373267190408
2011,2,4,1,1.2,1,"hiv_4_only_level_1",0.00778373267190408
2011,3,4,1,1.2,1,"hiv_4_only_level_1",0.00778373267190408
2011,4,4,1,1.2,1,"hiv_4_only_level_1",0.00778373267190408
2011,5,4,1,1.2,1,"hiv_4_only_level_1",0.00778373267190408
2011,7,4,1,1.2,1,"hiv_4_only_level_1",0.00778373267190408
2011,8,4,1,1.2,1,"hiv_4_only_level_1",0.00778373267190408
2012,1,4,1,1.2,1,"hiv_4_only_level_1",0.00753189350354449
2012,2,4,1,1.2,1,"hiv_4_only_level_1",0.00753189350354449
2012,3,4,1,1.2,1,"hiv_4_only_level_1",0.00753189350354449
2012,4,4,1,1.2,1,"hiv_4_only_level_1",0.00753189350354449
2012,5,4,1,1.2,1,"hiv_4_only_level_1",0.00753189350354449
2012,7,4,1,1.2,1,"hiv_4_only_level_1",0.00753189350354449
2012,8,4,1,1.2,1,"hiv_4_only_level_1",0.00753189350354449
2013,1,4,1,1.2,1,"hiv_4_only_level_1",0.00738051030000812
2013,2,4,1,1.2,1,"hiv_4_only_level_1",0.00738051030000812
2013,3,4,1,1.2,1,"hiv_4_only_level_1",0.00738051030000812
2013,4,4,1,1.2,1,"hiv_4_only_level_1",0.00738051030000812
2013,5,4,1,1.2,1,"hiv_4_only_level_1",0.00738051030000812
2013,7,4,1,1.2,1,"hiv_4_only_level_1",0.00738051030000812
2013,8,4,1,1.2,1,"hiv_4_only_level_1",0.00738051030000812
2014,1,4,1,1.2,1,"hiv_4_only_level_1",0.00736665947206111
2014,2,4,1,1.2,1,"hiv_4_only_level_1",0.00736665947206111
2014,3,4,1,1.2,1,"hiv_4_only_level_1",0.00736665947206111
2014,4,4,1,1.2,1,"hiv_4_only_level_1",0.00736665947206111
2014,5,4,1,1.2,1,"hiv_4_only_level_1",0.00736665947206111
2014,7,4,1,1.2,1,"hiv_4_only_level_1",0.00736665947206111
2014,8,4,1,1.2,1,"hiv_4_only_level_1",0.00736665947206111
2015,1,4,1,1.2,1,"hiv_4_only_level_1",0.0072695085381115
2015,2,4,1,1.2,1,"hiv_4_only_level_1",0.0072695085381115
2015,3,4,1,1.2,1,"hiv_4_only_level_1",0.0072695085381115
2015,4,4,1,1.2,1,"hiv_4_only_level_1",0.0072695085381115
2015,5,4,1,1.2,1,"hiv_4_only_level_1",0.0072695085381115
2015,7,4,1,1.2,1,"hiv_4_only_level_1",0.0072695085381115
2015,8,4,1,1.2,1,"hiv_4_only_level_1",0.0072695085381115
2016,1,4,1,1.2,1,"hiv_4_only_level_1",0.00692611158903081
2016,2,4,1,1.2,1,"hiv_4_only_level_1",0.00692611158903081
2016,3,4,1,1.2,1,"hiv_4_only_level_1",0.00692611158903081
2016,4,4,1,1.2,1,"hiv_4_only_level_1",0.00692611158903081
2016,5,4,1,1.2,1,"hiv_4_only_level_1",0.00692611158903081
2016,7,4,1,1.2,1,"hiv_4_only_level_1",0.00692611158903081
2016,8,4,1,1.2,1,"hiv_4_only_level_1",0.00692611158903081
2017,1,4,1,1.2,1,"hiv_4_only_level_1",0.0069204083713093
2017,2,4,1,1.2,1,"hiv_4_only_level_1",0.0069204083713093
2017,3,4,1,1.2,1,"hiv_4_only_level_1",0.0069204083713093
2017,4,4,1,1.2,1,"hiv_4_only_level_1",0.0069204083713093
2017,5,4,1,1.2,1,"hiv_4_only_level_1",0.0069204083713093
2017,7,4,1,1.2,1,"hiv_4_only_level_1",0.0069204083713093
2017,8,4,1,1.2,1,"hiv_4_only_level_1",0.0069204083713093
2018,1,4,1,1.2,1,"hiv_4_only_level_1",0.00703655703077859
2018,2,4,1,1.2,1,"hiv_4_only_level_1",0.00703655703077859
2018,3,4,1,1.2,1,"hiv_4_only_level_1",0.00703655703077859
2018,4,4,1,1.2,1,"hiv_4_only_level_1",0.00703655703077859
2018,5,4,1,1.2,1,"hiv_4_only_level_1",0.00703655703077859
2018,7,4,1,1.2,1,"hiv_4_only_level_1",0.00703655703077859
2018,8,4,1,1.2,1,"hiv_4_only_level_1",0.00703655703077859
2019,1,4,1,1.2,1,"hiv_4_only_level_1",0.00712193377662423
2019,2,4,1,1.2,1,"hiv_4_only_level_1",0.00712193377662423
2019,3,4,1,1.2,1,"hiv_4_only_level_1",0.00712193377662423
2019,4,4,1,1.2,1,"hiv_4_only_level_1",0.00712193377662423
2019,5,4,1,1.2,1,"hiv_4_only_level_1",0.00712193377662423
2019,7,4,1,1.2,1,"hiv_4_only_level_1",0.00712193377662423
2019,8,4,1,1.2,1,"hiv_4_only_level_1",0.00712193377662423
1990,1,4,2,1.2,1,"hiv_4_only_level_1",0.00463110821977117
1990,2,4,2,1.2,1,"hiv_4_only_level_1",0.00463110821977117
1990,3,4,2,1.2,1,"hiv_4_only_level_1",0.00463110821977117
1990,4,4,2,1.2,1,"hiv_4_only_level_1",0.00463110821977117
1990,5,4,2,1.2,1,"hiv_4_only_level_1",0.00463110821977117
1990,7,4,2,1.2,1,"hiv_4_only_level_1",0.00463110821977117
1990,8,4,2,1.2,1,"hiv_4_only_level_1",0.00463110821977117
1991,1,4,2,1.2,1,"hiv_4_only_level_1",0.00444475729916132
1991,2,4,2,1.2,1,"hiv_4_only_level_1",0.00444475729916132
