sim_id,HIV_neg_female,HIV_neg_male,HIV_pos_female,HIV_pos_male,hiv_prev_mse_male,hiv_prev_mse_female,hiv_prev_mse,max_perc_diff_male,max_perc_diff_female,b1_contact,b2_contact,hiv2_mort,hiv3_mort,hiv4_mort,tb_hiv1_mort,tb_hiv2_mort,tb_hiv3_mort,tb_hiv4_mort,hiv_prev_mse_male_norm,hiv_prev_mse_female_norm,hiv_prev_mse_male_norm_rank,hiv_prev_mse_female_norm_rank,tb_mort_mse_male_neg_norm,tb_mort_mse_female_neg_norm,tb_mort_mse_male_pos_norm,tb_mort_mse_female_pos_norm,tb_mort_mse_overall_norm,tbmort_rank_total,tbmort_HIV_neg_male,tbmort_HIV_neg_female,tbmort_HIV_pos_male,tbmort_HIV_pos_female
686,7608.166852,25827.35208,252318.4878,48685.23286,101995720.7,197415182.7,299410903.4,0.030865325,0.055171207,6,11,8,45,1.2,17,30,40,20,0.212453473,0.434277782,2414,3850,0.206031199,0.288612709,0.129493173,0.341320344,0.240172836,671,551,537,702,764
687,7847.630073,26970.30825,178663.0357,29015.65186,106887237.2,188538563.2,295425800.3,0.03160804,0.05437944,6,11,8,45,1.2,17,30,60,17,0.229412771,0.406445979,2775,3513,0.220005375,0.301993373,0.060197217,0.235787782,0.193195249,560,585,569,484,547
688,7848.907679,26977.55985,173986.166,28390.58213,107026552.3,187615695.8,294642248.1,0.031609591,0.054203791,6,11,8,45,1.2,17,30,60,20,0.229895789,0.403552416,2786,3486,0.220094036,0.302064763,0.057995096,0.229086824,0.190556336,556,587,571,468,525
690,10585.51507,38609.21255,311179.2529,71034.87051,96989085.47,205108610.4,302097695.8,0.030137086,0.055636569,6,11,8,45,1.5,14,22,40,20,0.195095049,0.458399799,1904,4186,0.36230663,0.454980202,0.208230971,0.425655273,0.35362324,870,816,827,867,910
691,10836.41396,39913.38608,223228.9615,42352.84211,102089703.9,194975389.8,297065093.7,0.030910858,0.054733412,6,11,8,45,1.5,14,22,60,17,0.212779321,0.426628042,2419,3748,0.378251905,0.468999865,0.107184153,0.299641253,0.291497976,764,830,836,643,682
692,10838.55824,39928.4904,217687.5493,41331.24634,102226621.9,193998415.5,296225037.4,0.030912497,0.054550421,6,11,8,45,1.5,14,22,60,20,0.213254027,0.423564831,2428,3708,0.378436576,0.469119683,0.10358507,0.291701591,0.28809725,759,833,837,634,671
693,10846.95388,39952.34566,251072.9424,47298.50307,103245522.2,194185823.2,297431345.4,0.030936244,0.054550256,6,11,8,45,1.5,14,30,40,17,0.21678664,0.42415243,2513,3717,0.378728239,0.469588812,0.124607722,0.339535743,0.30890645,801,835,838,690,763
694,10849.20527,39968.13884,245291.7967,46049.76075,103394089.8,193191585.8,296585675.6,0.030938064,0.054365055,6,11,8,45,1.5,14,30,40,20,0.217301736,0.421035093,2527,3674,0.378921332,0.469714615,0.120208401,0.331252593,0.305165488,793,838,841,680,743
695,11109.22272,41301.14616,172016.5845,27210.63323,108361987.5,184527576.5,292889564,0.031687476,0.053582919,6,11,8,45,1.5,14,30,60,17,0.234525855,0.393869909,2858,3405,0.395219138,0.484243803,0.053838134,0.226264834,0.259923479,706,856,868,454,520
696,11111.47277,41317.20656,167376.9054,26628.03772,108508622.4,183607412.8,292116035.1,0.031689054,0.053405982,6,11,8,45,1.5,14,30,60,20,0.23503425,0.390984823,2868,3384,0.395415498,0.48436953,0.05178565,0.219617163,0.25737785,702,858,870,442,502
699,7601.511777,25805.83469,230902.2955,45019.64328,101088680,196117669.7,297206349.7,0.030845546,0.054824166,6,11,8,45,1.5,17,22,60,17,0.209308687,0.430209553,2339,3797,0.20576812,0.288240838,0.116579296,0.310635505,0.226966232,638,544,530,669,702
700,7602.620596,25811.54,225325.0178,43954.11554,101222745.3,195147151.1,296369896.4,0.030847157,0.054642778,6,11,8,45,1.5,17,22,60,20,0.209773503,0.427166583,2354,3755,0.205837875,0.288302797,0.112825441,0.302644455,0.223469103,632,546,532,656,687
701,7606.291576,25819.63158,258289.6588,50051.87579,102394307.3,194604864.1,296999171.4,0.030867217,0.054583221,6,11,8,45,1.5,17,30,40,17,0.213835406,0.425466293,2441,3734,0.205936806,0.288507923,0.134307857,0.349875759,0.24414403,684,548,534,716,784
702,7607.472028,25825.73348,252489.1016,48764.26832,102539992.5,193619868.9,296159861.5,0.030869002,0.054399702,6,11,8,45,1.5,17,30,40,20,0.214340509,0.422377934,2454,3691,0.20601141,0.288573884,0.129771615,0.341564797,0.240317982,672,550,536,703,765
703,7846.694587,26967.69804,178769.3558,29071.43678,107427283.2,184961889.3,292389172.4,0.031611637,0.053621208,6,11,8,45,1.5,17,30,60,17,0.231285156,0.395231656,2808,3417,0.219973462,0.3019411,0.060393747,0.235940116,0.193283071,564,584,568,487,548
704,7847.965353,26974.91468,174092.7131,28440.94908,107571022.1,184050279.6,291621301.7,0.031613188,0.053445901,6,11,8,45,1.5,17,30,60,20,0.231783511,0.39237339,2815,3392,0.220061695,0.302012108,0.058172538,0.229239484,0.190638367,557,586,570,471,526
