"","sim_id","HIV_neg_female","HIV_neg_male","HIV_pos_female","HIV_pos_male","tb_mort_mse_total","hiv_prev_mse_male","hiv_prev_mse_female","hiv_prev_mse","max_perc_diff_male","max_perc_diff_female","b1_contact","b2_contact","hiv2_mort","hiv3_mort","hiv4_mort","tb_hiv1_mort","tb_hiv2_mort","tb_hiv3_mort","tb_hiv4_mort","tbmort_rank_total","tbmort_HIV_neg_male","tbmort_HIV_neg_female","tbmort_HIV_pos_male","tbmort_HIV_pos_female"
"853",3349,6038.29132163983,17222.9202319552,213210.964009031,244791.628885117,481263.804447743,264794526.872403,13954935.1301977,278749462.0026,0.0428311552408263,0.0182842653873095,9,11,8,35,1.5,14,30,40,17,4794,2787,3276,5384,4358
"854",3350,6021.83955631506,17150.0356651256,225411.868027325,250217.824509581,498801.567758347,265365455.600987,14007747.7955884,279373203.396576,0.0428504981252268,0.0182842653873095,9,11,8,35,1.5,14,30,40,20,4877,2785,3263,5416,4472
"855",3351,5449.01770934505,14607.9334357836,464876.153910175,417463.374288189,902396.479343492,288354595.763249,19639214.9310993,307993810.694349,0.0445572656681748,0.018344456744721,9,11,8,35,1.5,14,30,60,17,5797,2292,2834,5876,5761
"856",3352,5433.23120591033,14541.2468452133,479368.898390749,423596.210434711,922939.586876584,288927699.007913,19768740.1704475,308696439.178361,0.0445733694504157,0.018344456744721,9,11,8,35,1.5,14,30,60,20,5819,2284,2827,5887,5805
"857",3353,13421.7578137568,47176.3151978355,101016.102332886,138043.505759099,299657.681103578,238956255.417483,11062887.3890361,250019142.806519,0.0407116217363621,0.018139981061914,9,11,8,35,1.5,17,22,40,17,3817,5238,5482,4438,2909
"858",3354,13393.1922366156,47041.0745119215,110788.168030598,142675.203247035,313897.63802617,239512387.814109,11038322.1814783,250550709.995587,0.0407322340722047,0.018139981061914,9,11,8,35,1.5,17,22,40,20,3937,5232,5477,4502,3080
"859",3355,12057.0246424215,40809.1484110421,283879.470876734,278699.271479111,615444.915409308,262545094.931499,14459758.8762973,277004853.807797,0.0425593093005753,0.0181984643864711,9,11,8,35,1.5,17,22,60,17,5278,4896,5280,5531,4937
"860",3356,12033.7104617656,40705.2822720581,297211.503855194,284746.87654202,634697.373131038,262851060.480173,14506132.6222518,277357193.102425,0.0425764151388913,0.0181984643864711,9,11,8,35,1.5,17,22,60,20,5337,4894,5277,5558,5033
"861",3357,12142.7614072468,41326.7981532355,191036.690840189,222204.198672725,466710.449073397,262230482.831847,13348995.2178,275579478.049647,0.0426237245678367,0.0181582976385874,9,11,8,35,1.5,17,30,40,17,4721,4952,5296,5251,4151
"862",3358,12114.0023902534,41195.0676340886,202594.642879638,227343.526308457,483247.239212437,262815857.430803,13398683.140177,276214540.57098,0.0426426985760855,0.0181582976385874,9,11,8,35,1.5,17,30,40,20,4805,4938,5291,5274,4266
"863",3359,10852.2909862661,35456.0227171831,421896.972407037,382880.684647771,851085.970758257,285314467.422773,18785579.6371667,304100047.05994,0.0443532780116189,0.0182164091451248,9,11,8,35,1.5,17,30,60,17,5741,4584,5032,5803,5631
"864",3360,10840.9201221229,35393.3632258241,436459.483722438,389161.245177037,871855.012247422,285787239.239189,18903090.1090302,304690329.348219,0.0443689074699939,0.0182164091451248,9,11,8,35,1.5,17,30,60,20,5779,4578,5027,5820,5693
"865",3457,10266.5809119624,36069.331200787,241175.235235985,279196.704623127,566707.851971861,247267365.760555,11881297.253159,259148663.013714,0.0414491977950621,0.0180754167694584,9,12,8,35,1.2,14,22,40,17,5100,4621,4890,5533,4616
"866",3458,10247.7857983039,35961.9715647096,255662.782560316,285851.373136986,587723.913060316,247876408.887499,11886181.1506589,259762590.038158,0.0414729512168426,0.0180754167694584,9,12,8,35,1.2,14,22,40,20,5183,4611,4886,5564,4747
"867",3459,9244.08561242877,31062.3782168418,564197.07056953,500886.606825457,1105390.14122426,274508192.984338,16848130.5669209,291356323.551259,0.0435539208435006,0.018142617586871,9,12,8,35,1.2,14,22,60,17,5974,4287,4664,6008,5966
"868",3460,9257.86658873748,31084.542534409,585181.024363057,510264.381122721,1135787.81460892,275160623.575939,17010454.3647691,292171077.940708,0.0435736122906513,0.018142617586871,9,12,8,35,1.2,14,22,60,20,5992,4290,4668,6021,5984
"869",3461,9328.3467591203,31589.5404355559,408871.650264042,417659.566969671,867449.104428388,274382692.843891,15359742.136636,289742434.980527,0.0436315473158874,0.0181049396433665,9,12,8,35,1.2,14,30,40,17,5773,4327,4683,5879,5580
"870",3462,9307.7916034514,31496.3772065732,426351.501853201,425467.945148475,892623.615811701,274778834.931117,15426415.8703697,290205250.801486,0.0436536625583061,0.0181049396433665,9,12,8,35,1.2,14,30,40,20,5792,4320,4679,5896,5658
"871",3465,20906.7828991484,80422.0292395971,217678.887854784,255891.774912718,574899.474906247,244849392.699501,11499427.9854304,256348820.684931,0.0412985619119632,0.0179637092602667,9,12,8,35,1.2,17,22,40,17,5139,5984,5980,5452,4403
"872",3466,20901.7593770591,80399.9554487677,232902.850156682,263114.971461983,597319.536444492,245431352.406829,11487967.7115746,256919320.118403,0.0413218045394628,0.0179637092602667,9,12,8,35,1.2,17,22,40,20,5219,5981,5978,5473,4539
"873",3467,19025.2253509838,71235.5269763811,520628.402258641,465714.315818665,1076603.47040467,271461170.634434,16164967.9198627,287626138.554296,0.0433708951007961,0.0180284876022126,9,12,8,35,1.2,17,22,60,17,5948,5891,5889,5964,5892
"874",3468,18992.0643575527,71074.7172844718,538063.554307219,473358.579980355,1101488.9159296,272068619.645293,16261009.2821504,288329628.927443,0.0433907627804362,0.0180284876022126,9,12,8,35,1.2,17,22,60,20,5968,5889,5885,5974,5933
"875",3469,19094.8648364816,71910.55008928,372135.32745276,384952.413395744,848093.155774265,270959592.227713,14582894.6563553,285542486.884068,0.0433986289362323,0.0179896962740263,9,12,8,35,1.2,17,30,40,17,5735,5903,5896,5810,5436
"876",3470,19055.1027372612,71721.9147156025,388182.956561159,391959.229754757,870919.20376878,271606674.427989,14657077.5500682,286263751.978057,0.043420449600057,0.0179896962740263,9,12,8,35,1.2,17,30,40,20,5777,5897,5893,5830,5512
"877",3473,10276.2953585851,36078.4287312436,240805.790834143,278734.412879716,565894.927803688,248381084.685631,11874544.0942645,260255628.779895,0.0414904998040727,0.0180754167694584,9,12,8,35,1.5,14,22,40,17,5097,4624,4894,5532,4615
"878",3474,10257.4971680997,35971.0650117824,255262.986232369,285371.161452297,586862.709864548,248995286.936166,11891084.3376799,260886371.273846,0.0415142584895123,0.0180754167694584,9,12,8,35,1.5,14,22,40,20,5177,4612,4888,5562,4741
"879",3475,9253.13260543396,31070.8185579483,563603.159155191,500178.15324197,1104105.26356054,275689235.070979,17041317.091424,292730552.162403,0.0435940045303858,0.018142617586871,9,12,8,35,1.5,14,22,60,17,5971,4288,4666,6005,5965
"880",3476,9266.86131381714,31092.9624333271,584552.798682696,509539.17090728,1134451.79333712,276338325.910903,17219004.7030762,293557330.613979,0.0436137065115285,0.018142617586871,9,12,8,35,1.5,14,22,60,20,5991,4292,4670,6019,5983
"881",3477,9341.08253816815,31616.7863639658,409188.686377026,417641.376509335,867787.931788495,275303883.900414,15500045.9558661,290803929.85628,0.0436723099813746,0.0181049396433665,9,12,8,35,1.5,14,30,40,17,5774,4330,4684,5878,5584
"882",3478,9316.8423389576,31504.5098390962,425866.058974172,424899.65614992,891587.067302145,275966395.564204,15596746.3289716,291563141.893175,0.0436944333626073,0.0181049396433665,9,12,8,35,1.5,14,30,40,20,5791,4322,4681,5894,5652
"883",3481,20921.9598876233,80436.5776978097,217322.478071205,255444.189468218,574125.205124856,245960340.450311,11484120.5584462,257444461.008757,0.0413399246639051,0.0179637092602667,9,12,8,35,1.5,17,22,40,17,5137,5986,5982,5451,4398
"884",3482,20916.8892020236,80414.4739621448,232515.347104466,262649.301657877,596496.011926512,246545531.690579,11487788.9258707,258033320.616449,0.0413631743056393,0.0179637092602667,9,12,8,35,1.5,17,22,40,20,5215,5983,5981,5471,4533
"885",3483,19039.830555591,71250.8263999994,520077.656121068,465039.587077776,1075407.90015443,272636072.86454,16349274.4290231,288985347.293563,0.0434111029811101,0.0180284876022126,9,12,8,35,1.5,17,22,60,17,5947,5892,5890,5962,5891
