"sim_id","HIV_neg_female","HIV_neg_male","HIV_pos_female","HIV_pos_male","hiv_prev_mse_male","hiv_prev_mse_female","hiv_prev_mse","max_perc_diff_male","max_perc_diff_female","b1_contact","b2_contact","hiv2_mort","hiv3_mort","hiv4_mort","tb_hiv1_mort","tb_hiv2_mort","tb_hiv3_mort","tb_hiv4_mort","hiv_prev_mse_male_norm","hiv_prev_mse_female_norm","hiv_prev_mse_male_norm_rank","hiv_prev_mse_female_norm_rank"
5277,21751.6139680961,174400.237950638,721779.269098779,1230579.13102367,80849804.9849268,209977572.830627,290827377.815554,0.027145083644962,0.0533176646303757,11,12,8,35,1.5,17,30,40,17,0.103471908906158,0.547882568477128,1421,4852
5278,21713.6828131607,173959.053573035,757484.968556977,1259138.11952157,81366245.2153287,206653484.324198,288019729.539526,0.0271511603740792,0.0527148723763921,11,12,8,35,1.5,17,30,40,20,0.10495918814002,0.536849342444784,1429,4824
5279,20142.8577849443,160021.138992573,1197910.81569227,1671719.80344619,99775396.5120798,171040659.066784,270816055.578864,0.0297951755376757,0.0497312851862696,11,12,8,35,1.5,17,30,60,17,0.15797509748422,0.418644201409737,1581,4233
5280,20106.5050257591,159610.85538516,1237446.71669824,1700895.90137163,100355068.37849,168252170.849861,268607239.228352,0.029800927499255,0.0491711067375363,11,12,8,35,1.5,17,30,60,20,0.159644475426939,0.40938872559243,1586,4160
5281,11060.7105832157,98505.9181941694,364663.142915358,741872.164590099,124359942.200193,154631089.860259,278991032.060452,0.033083997318126,0.0493830393522282,11,12,8,45,1.2,14,22,40,17,0.228775322027942,0.364177996373734,2487,3806
5282,11037.4951518185,98223.2747307136,390141.46730028,764904.511950685,125058237.833802,151664040.632681,276722278.466483,0.0330902475924257,0.0487772098869628,11,12,8,45,1.2,14,22,40,20,0.230786320656292,0.354329845605893,2513,3729
5283,10212.8644276179,90323.8218006207,712467.59545428,1084698.65045898,144315222.15409,127643125.262843,271958347.416933,0.035482573508375,0.0461286193614348,11,12,8,45,1.2,14,22,60,17,0.286243876439824,0.27460026311534,2976,3239
5284,10190.6232994143,90060.6415319876,742518.523211213,1109335.44896114,145043570.850729,125125470.286216,270169041.136945,0.0354876468185018,0.0455601131052429,11,12,8,45,1.2,14,22,60,20,0.288341423895953,0.266243729775492,2985,3174
5285,10125.1347957352,89962.5534389116,594454.608090866,1001438.64190713,148757889.909932,125302207.757991,274060097.667923,0.0354953536278214,0.0456413920038179,11,12,8,45,1.2,14,30,40,17,0.299038169190935,0.266830352084346,3033,3178
5286,10101.7927801345,89687.5779416467,625494.028385048,1026152.06200429,149570820.883868,122740241.93589,272311062.819758,0.0355013017879406,0.0450629713960235,11,12,8,45,1.2,14,30,40,20,0.301379302365547,0.258326743366435,3040,3103
